code,year,subject,practice_count,test_count,baseline_pass,quality_pass,shared_source,cross_bank_duplicates,generic_items,truncated_items,missing_feedback,missing_audio,missing_visual_alt,option_mismatch,practice_answer_spread,test_answer_spread,practice_path,test_path,issues
AC9M1A01,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1a01/practice/questions.js,quiz/year-1/math/ac9m1a01/test/questions.js,
AC9M1A02,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1a02/practice/questions.js,quiz/year-1/math/ac9m1a02/test/questions.js,
AC9M1M01,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1m01/practice/questions.js,quiz/year-1/math/ac9m1m01/test/questions.js,
AC9M1M02,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1m02/practice/questions.js,quiz/year-1/math/ac9m1m02/test/questions.js,
AC9M1M03,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1m03/practice/questions.js,quiz/year-1/math/ac9m1m03/test/questions.js,
AC9M1N01,1,math,56,24,true,true,false,0,0,0,0,0,0,0,1,0,quiz/year-1/math/ac9m1n01/practice/questions.js,quiz/year-1/math/ac9m1n01/test/questions.js,
AC9M1N02,1,math,56,24,true,true,false,0,0,0,0,0,0,0,1,0,quiz/year-1/math/ac9m1n02/practice/questions.js,quiz/year-1/math/ac9m1n02/test/questions.js,
AC9M1N03,1,math,56,24,true,true,false,0,0,0,0,0,0,0,1,0,quiz/year-1/math/ac9m1n03/practice/questions.js,quiz/year-1/math/ac9m1n03/test/questions.js,
AC9M1N04,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1n04/practice/questions.js,quiz/year-1/math/ac9m1n04/test/questions.js,
AC9M1N05,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1n05/practice/questions.js,quiz/year-1/math/ac9m1n05/test/questions.js,
AC9M1N06,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1n06/practice/questions.js,quiz/year-1/math/ac9m1n06/test/questions.js,
AC9M1SP01,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1sp01/practice/questions.js,quiz/year-1/math/ac9m1sp01/test/questions.js,
AC9M1SP02,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1sp02/practice/questions.js,quiz/year-1/math/ac9m1sp02/test/questions.js,
AC9M1ST01,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1st01/practice/questions.js,quiz/year-1/math/ac9m1st01/test/questions.js,
AC9M1ST02,1,math,28,16,true,true,false,0,0,0,0,0,0,0,1,1,quiz/year-1/math/ac9m1st02/practice/questions.js,quiz/year-1/math/ac9m1st02/test/questions.js,
AC9S1H01,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1h01/practice/questions.js,quiz/year-1/science/ac9s1h01/test/questions.js,
AC9S1I01,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i01/practice/questions.js,quiz/year-1/science/ac9s1i01/test/questions.js,
AC9S1I02,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i02/practice/questions.js,quiz/year-1/science/ac9s1i02/test/questions.js,
AC9S1I03,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i03/practice/questions.js,quiz/year-1/science/ac9s1i03/test/questions.js,
AC9S1I04,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i04/practice/questions.js,quiz/year-1/science/ac9s1i04/test/questions.js,
AC9S1I05,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i05/practice/questions.js,quiz/year-1/science/ac9s1i05/test/questions.js,
AC9S1I06,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1i06/practice/questions.js,quiz/year-1/science/ac9s1i06/test/questions.js,
AC9S1U01,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1u01/practice/questions.js,quiz/year-1/science/ac9s1u01/test/questions.js,
AC9S1U02,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1u02/practice/questions.js,quiz/year-1/science/ac9s1u02/test/questions.js,
AC9S1U03,1,science,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/science/ac9s1u03/practice/questions.js,quiz/year-1/science/ac9s1u03/test/questions.js,
AC9E1LA01,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la01/practice/questions.js,quiz/year-1/english/ac9e1la01/test/questions.js,
AC9E1LA02,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la02/practice/questions.js,quiz/year-1/english/ac9e1la02/test/questions.js,
AC9E1LA03,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la03/practice/questions.js,quiz/year-1/english/ac9e1la03/test/questions.js,
AC9E1LA04,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la04/practice/questions.js,quiz/year-1/english/ac9e1la04/test/questions.js,
AC9E1LA05,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la05/practice/questions.js,quiz/year-1/english/ac9e1la05/test/questions.js,
AC9E1LA06,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la06/practice/questions.js,quiz/year-1/english/ac9e1la06/test/questions.js,
AC9E1LA07,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la07/practice/questions.js,quiz/year-1/english/ac9e1la07/test/questions.js,
AC9E1LA08,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la08/practice/questions.js,quiz/year-1/english/ac9e1la08/test/questions.js,
AC9E1LA09,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la09/practice/questions.js,quiz/year-1/english/ac9e1la09/test/questions.js,
AC9E1LA10,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1la10/practice/questions.js,quiz/year-1/english/ac9e1la10/test/questions.js,
AC9E1LE01,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1le01/practice/questions.js,quiz/year-1/english/ac9e1le01/test/questions.js,
AC9E1LE02,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1le02/practice/questions.js,quiz/year-1/english/ac9e1le02/test/questions.js,
AC9E1LE03,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1le03/practice/questions.js,quiz/year-1/english/ac9e1le03/test/questions.js,
AC9E1LE04,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1le04/practice/questions.js,quiz/year-1/english/ac9e1le04/test/questions.js,
AC9E1LE05,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1le05/practice/questions.js,quiz/year-1/english/ac9e1le05/test/questions.js,
AC9E1LY01,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly01/practice/questions.js,quiz/year-1/english/ac9e1ly01/test/questions.js,
AC9E1LY02,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly02/practice/questions.js,quiz/year-1/english/ac9e1ly02/test/questions.js,
AC9E1LY03,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly03/practice/questions.js,quiz/year-1/english/ac9e1ly03/test/questions.js,
AC9E1LY04,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly04/practice/questions.js,quiz/year-1/english/ac9e1ly04/test/questions.js,
AC9E1LY05,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly05/practice/questions.js,quiz/year-1/english/ac9e1ly05/test/questions.js,
AC9E1LY06,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly06/practice/questions.js,quiz/year-1/english/ac9e1ly06/test/questions.js,
AC9E1LY07,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly07/practice/questions.js,quiz/year-1/english/ac9e1ly07/test/questions.js,
AC9E1LY08,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly08/practice/questions.js,quiz/year-1/english/ac9e1ly08/test/questions.js,
AC9E1LY09,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly09/practice/questions.js,quiz/year-1/english/ac9e1ly09/test/questions.js,
AC9E1LY10,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly10/practice/questions.js,quiz/year-1/english/ac9e1ly10/test/questions.js,
AC9E1LY11,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly11/practice/questions.js,quiz/year-1/english/ac9e1ly11/test/questions.js,
AC9E1LY12,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly12/practice/questions.js,quiz/year-1/english/ac9e1ly12/test/questions.js,
AC9E1LY13,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly13/practice/questions.js,quiz/year-1/english/ac9e1ly13/test/questions.js,
AC9E1LY14,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly14/practice/questions.js,quiz/year-1/english/ac9e1ly14/test/questions.js,
AC9E1LY15,1,english,24,16,true,true,false,0,0,0,0,0,0,0,0,1,quiz/year-1/english/ac9e1ly15/practice/questions.js,quiz/year-1/english/ac9e1ly15/test/questions.js,
AC9M2A01,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2a01/practice/questions.js,quiz/year-2/math/ac9m2a01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2A02,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2a02/practice/questions.js,quiz/year-2/math/ac9m2a02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2A03,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2a03/practice/questions.js,quiz/year-2/math/ac9m2a03/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2M01,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2m01/practice/questions.js,quiz/year-2/math/ac9m2m01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2M02,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2m02/practice/questions.js,quiz/year-2/math/ac9m2m02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2M03,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2m03/practice/questions.js,quiz/year-2/math/ac9m2m03/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2M04,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2m04/practice/questions.js,quiz/year-2/math/ac9m2m04/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2M05,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2m05/practice/questions.js,quiz/year-2/math/ac9m2m05/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N01,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n01/practice/questions.js,quiz/year-2/math/ac9m2n01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N02,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n02/practice/questions.js,quiz/year-2/math/ac9m2n02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N03,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n03/practice/questions.js,quiz/year-2/math/ac9m2n03/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N04,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n04/practice/questions.js,quiz/year-2/math/ac9m2n04/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N05,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n05/practice/questions.js,quiz/year-2/math/ac9m2n05/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N06,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2n06/practice/questions.js,quiz/year-2/math/ac9m2n06/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2N07,2,math,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9M2N08,2,math,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9M2SP01,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2sp01/practice/questions.js,quiz/year-2/math/ac9m2sp01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2SP02,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2sp02/practice/questions.js,quiz/year-2/math/ac9m2sp02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2ST01,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2st01/practice/questions.js,quiz/year-2/math/ac9m2st01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9M2ST02,2,math,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/math/ac9m2st02/practice/questions.js,quiz/year-2/math/ac9m2st02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9S2H01,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I01,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I02,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I03,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I04,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I05,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2I06,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2U01,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2U02,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9S2U03,2,science,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9E2LA01,2,english,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9E2LA02,2,english,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9E2LA03,2,english,0,0,false,false,false,0,0,0,0,0,0,0,0,0,,,practice below 24; dedicated test below 16
AC9E2LA04,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la04/practice/questions.js,quiz/year-2/english/ac9e2la04/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA05,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la05/practice/questions.js,quiz/year-2/english/ac9e2la05/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA06,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la06/practice/questions.js,quiz/year-2/english/ac9e2la06/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA07,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la07/practice/questions.js,quiz/year-2/english/ac9e2la07/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA08,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la08/practice/questions.js,quiz/year-2/english/ac9e2la08/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA09,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la09/practice/questions.js,quiz/year-2/english/ac9e2la09/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LA10,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2la10/practice/questions.js,quiz/year-2/english/ac9e2la10/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LE01,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2le01/practice/questions.js,quiz/year-2/english/ac9e2le01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LE02,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2le02/practice/questions.js,quiz/year-2/english/ac9e2le02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LE03,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2le03/practice/questions.js,quiz/year-2/english/ac9e2le03/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LE04,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2le04/practice/questions.js,quiz/year-2/english/ac9e2le04/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LE05,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2le05/practice/questions.js,quiz/year-2/english/ac9e2le05/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY01,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly01/practice/questions.js,quiz/year-2/english/ac9e2ly01/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY02,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly02/practice/questions.js,quiz/year-2/english/ac9e2ly02/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY03,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly03/practice/questions.js,quiz/year-2/english/ac9e2ly03/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY04,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly04/practice/questions.js,quiz/year-2/english/ac9e2ly04/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY05,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly05/practice/questions.js,quiz/year-2/english/ac9e2ly05/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY06,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly06/practice/questions.js,quiz/year-2/english/ac9e2ly06/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY07,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly07/practice/questions.js,quiz/year-2/english/ac9e2ly07/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY08,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly08/practice/questions.js,quiz/year-2/english/ac9e2ly08/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY09,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly09/practice/questions.js,quiz/year-2/english/ac9e2ly09/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY10,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly10/practice/questions.js,quiz/year-2/english/ac9e2ly10/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY11,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly11/practice/questions.js,quiz/year-2/english/ac9e2ly11/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
AC9E2LY12,2,english,8,8,false,false,true,8,16,16,16,16,0,16,0,0,quiz/year-2/english/ac9e2ly12/practice/questions.js,quiz/year-2/english/ac9e2ly12/practice/questions.js,practice below 24; dedicated test below 16; practice and test load the same source; 8 practice/test duplicate prompts; generic curriculum-description items; truncated prompt or answer text; missing summary + hint feedback; missing early-years audio prompts; grade-band option count mismatch
